#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
filtered_barcode04_extracted_plasmids.fastq	0a7fb53d-502a-479f-b513-eef69fd4b257	4404	5285	-	mdf(A)_1	341-1219/1233	...=====/======	28/51	69.34	88.85	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0a999b5e-c094-4885-bfb9-eb92a04a1d2f	3870	4229	+	tet(34)_1	66-421/465	.=======/=====.	11/18	75.05	71.39	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	0ab64dad-ea8f-4939-a200-2e268288ad3e	383	1435	+	blaCMY-13_1	37-1100/1146	========/======	47/99	88.05	65.43	resfinder	AY339625	blaCMY-13	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0ad9d9b2-1c69-4550-90d4-5e5fa9212526	2348	3847	+	lsa(A)_1	1-1497/1497	========/======	47/81	97.39	91.36	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	0b2a1d2b-992d-42c4-9131-cbece683acde	2048	2407	-	tet(34)_1	66-417/465	.=======/=====.	8/12	75.27	72.10	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	0b4ede52-b603-47a7-a404-b2c78bfd7e57	2253	3101	-	blaCMY-104_1	139-1041/1146	.=======/=====.	39/88	72.60	67.17	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0b878dec-7772-475e-94bd-bf13c570969d	366	1597	+	mdf(A)_1	1-1233/1233	========/======	47/73	97.00	89.60	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0b95593b-9047-4d1a-801f-ea41d9dc2b39	2824	3759	-	mdf(A)_1	262-1233/1233	..======/======	27/48	75.43	89.37	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0bde28d4-97ed-4237-b8a2-555acb2ff3e6	2746	3462	+	blaCMY-71_1	40-764/1146	========/==....	23/50	60.73	69.97	resfinder	JQ711184	blaCMY-71	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0c28492a-68ce-416a-a49a-661007d9588f	1283	2321	-	blaCFE-1_1	76-1130/1146	========/======	39/86	87.61	65.96	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	0c56bcb6-127d-48fc-bc03-f2d5d6f10571	3850	4196	+	tet(34)_1	66-418/465	.=======/=====.	9/14	73.76	72.27	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	0ca37104-d4d5-4836-b8c0-7074683f9fd0	2617	3855	+	mdf(A)_1	1-1233/1233	========/======	51/102	96.11	83.45	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0cce5283-2148-48ef-bcb6-5ed88fc50f7a	2575	2936	-	tet(34)_1	66-417/465	.=======/=====.	10/22	74.41	70.65	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	0cd6a0b4-4467-4b1a-a98d-7b7bd5cb1aa4	75	1210	-	mdf(A)_1	1-1178/1233	========/======	56/140	88.16	82.97	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d0eeaf3-ecb1-48d3-a2f6-bf393ed3d089	521	2446	+	tet(M)_13	9-1920/1920	========/======	81/150	96.04	87.46	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
filtered_barcode04_extracted_plasmids.fastq	0d2add7d-bea0-4fd3-94f3-f38455390ba9	2494	3716	-	mdf(A)_1	1-1232/1233	========/======	31/43	97.81	92.71	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d38ce85-21e0-441e-84bc-f9fa40891062	191	1406	+	mdf(A)_1	5-1233/1233	========/======	51/127	94.00	83.20	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d68e5a0-968c-4d04-afd3-98242ef8c7ed	5130	6103	-	blaCMY-104_1	160-1130/1146	.=======/======	24/41	83.07	69.89	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0d71076d-9dc4-4c98-8686-3b3d16bbebc6	2	1063	-	mdf(A)_1	5-1069/1233	========/=====.	42/75	83.21	86.47	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d738f36-0eed-4c65-ba4b-cf72676e6385	1041	2072	-	blaCMY-104_1	37-1094/1146	========/======	24/42	89.35	70.26	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0d859872-3e04-458d-8b94-2d6200521d47	4434	5236	+	mdf(A)_1	1-813/1233	========/==....	38/76	62.45	84.52	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d89bda0-1128-4e13-8ada-d175308f8d87	1557	2613	-	blaCMY-104_1	41-1103/1146	========/======	33/66	89.62	69.08	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0d89d46e-f492-42be-93c4-dca3471a6a8d	1680	2905	-	mdf(A)_1	2-1233/1233	========/======	48/102	95.54	85.94	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0d8a598b-1b03-4646-a003-0c2bd44a83fb	1201	2286	-	mdf(A)_1	110-1233/1233	.=======/======	36/78	86.46	86.10	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0dc54043-ca22-4a02-a20f-6888529e2880	1091	2023	-	blaCMY-101_1	136-1085/1146	.=======/======	30/67	79.23	68.20	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0de12f78-b640-42c1-841f-e5d020c891ab	9	959	-	blaCFE-1_1	76-1055/1146	========/=====.	46/79	80.80	66.67	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	0dee4b15-5828-4bd6-8a25-53e92ddbf09c	12	1054	-	mdf(A)_1	1-1077/1233	========/=====.	30/52	83.86	90.24	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0df70058-9c98-4d41-9f9e-d1d09bb17f68	2	1128	+	mdf(A)_1	113-1233/1233	.=======/======	26/40	89.54	92.31	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0e046452-d3f0-4c36-ac8d-bd2f49f3dc07	2437	3505	-	blaCFE-1_1	42-1130/1146	========/======	37/76	90.84	68.49	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	0e726597-c835-44f3-898b-a5fcb4884990	1685	2933	+	mdf(A)_1	3-1233/1233	========/======	34/70	97.73	89.80	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0eae02d6-af5f-45ad-b489-5916073b0df4	4	922	+	blaCMY-83_1	139-1077/1146	.=======/======	37/84	77.40	68.28	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0ed656e5-6ffb-4280-a76e-052c7e7d9ad5	3499	4495	+	blaCMY-104_1	76-1097/1146	========/======	33/57	85.60	68.69	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0f050128-4045-458e-bcd0-2abcf8498626	3534	4528	+	blaCFE-1_1	143-1146/1146	.=======/======	30/45	85.25	68.20	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	0f115823-b36a-41c7-ba86-b28766e43d66	6236	7160	-	blaCMY-113_1	173-1130/1146	..======/======	33/77	78.80	68.06	resfinder	KM087836	blaCMY-113	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	0f179d85-f47c-4b9c-8209-a612ac7ae966	1859	3143	+	mdf(A)_1	15-1233/1233	========/======	76/184	94.08	79.54	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0f424956-64df-4634-84e6-b2d30154c343	2618	3837	-	mdf(A)_1	1-1227/1233	========/======	41/67	96.51	87.67	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0f8fc7fe-b1f3-4289-88b6-fb692df3bc97	63	846	-	mdf(A)_1	1-810/1233	========/==....	54/94	60.83	76.30	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0fa77d9b-995b-4ce0-ba6b-ced8deaf1efd	3314	4532	+	mdf(A)_1	1-1233/1233	========/======	40/86	95.94	88.57	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0faba8fc-50f5-4558-a4fa-66676af9a3a4	2829	4057	+	mdf(A)_1	1-1233/1233	========/======	27/50	97.81	91.88	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0fbecf29-dc36-4637-baf3-a2f7fa27a7ac	4125	5313	-	mdf(A)_1	1-1217/1233	========/======	55/114	92.94	83.33	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	0fbfa079-ac69-4fb5-ac6a-0d3ebdf69cb2	1465	2654	+	mdf(A)_1	1-1233/1233	========/======	61/139	92.62	83.14	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	10394819-5249-41f2-a05d-1f4a709c9f85	45	390	+	tet(34)_1	66-420/465	.=======/=====.	9/25	72.69	71.62	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	1048cda0-28d7-42c3-8048-d363f09483fd	654	1691	+	blaCFE-1_1	40-1103/1146	========/======	26/46	89.70	70.39	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	104e72eb-3d76-435b-90fe-8e20dae537d8	2525	2863	+	tet(34)_1	66-404/465	.=======/=====.	10/16	71.18	72.91	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	104eb0c2-845d-487a-a282-bf07309b7d7f	3891	4833	-	blaCFE-1_1	139-1085/1146	.=======/======	47/98	78.18	67.81	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	10e578e6-0c98-4b11-9f4b-f75f7b2e6863	492	843	-	tet(34)_1	66-421/465	.=======/=====.	7/8	75.27	73.18	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	1126e945-f129-4ff1-8da2-6196edea59d3	1443	2657	-	mdf(A)_1	5-1233/1233	========/======	23/48	97.16	91.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	112a1df6-72b1-4a3d-b3fe-3dc4cdcb96ab	402	1629	-	mdf(A)_1	1-1230/1233	========/======	39/70	96.84	87.74	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	112b0a12-5ba8-4da3-8569-e1e80b6316d4	2214	3443	-	mdf(A)_1	1-1228/1233	========/======	43/76	96.59	89.34	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	11ada46e-4945-4f7e-b71e-634b4899e35d	771	2018	+	mdf(A)_1	4-1214/1233	========/======	49/91	96.03	87.06	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	11eb4e7a-48cd-4f17-84e5-6c5c4807ae6e	5	1015	-	mdf(A)_1	1-1016/1233	========/====..	36/59	79.81	89.55	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	11ec38de-3332-4f26-9de5-303b257bbe02	1258	2468	-	mdf(A)_1	1-1228/1233	========/======	47/69	96.11	90.27	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	11fa3f44-ef52-4e49-ac1c-86acd757a47a	2315	3527	-	mdf(A)_1	1-1229/1233	========/======	30/60	96.59	91.05	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	1229eba8-513d-4b0e-946f-2e7da761a6e1	5780	6136	-	tet(34)_1	66-421/465	.=======/=====.	4/7	75.91	71.94	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	12708b1f-eed0-4a18-a308-61364b1a721e	2105	3173	-	blaCFE-1_1	76-1146/1146	========/======	40/62	90.66	68.76	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	1273cdb4-6b05-4efb-ad54-671894eb4b2b	738	1978	+	mdf(A)_1	6-1222/1233	========/======	46/80	96.43	87.63	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	127cd232-4fdf-4ae9-a2a9-f11b3d9b2661	4362	5839	-	lsa(A)_1	1-1497/1497	========/======	58/91	96.33	89.24	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	12acc039-2d5f-41b6-922e-5a2dfdeff514	244	1216	+	blaCMY-104_1	135-1103/1146	.=======/======	35/76	81.41	67.99	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	12ea7b45-e2b4-4a4a-9540-985a75da0ab4	1261	2501	-	mdf(A)_1	1-1233/1233	========/======	38/62	97.81	90.61	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	12f45966-ca09-4af6-878e-3c7d77caa6fd	384	1408	-	blaCFE-1_1	100-1130/1146	.=======/======	28/44	87.78	70.09	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	12f55f3d-fe2d-4c03-a568-5ab3a961f6df	2210	3417	+	mdf(A)_1	1-1233/1233	========/======	47/91	95.30	86.73	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	12fdf0ed-c4cc-4b36-b40d-f41e9495967b	1050	2259	-	mdf(A)_1	1-1231/1233	========/======	47/75	95.94	88.31	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	131c154e-4e1f-49fc-9c8b-d493396d87f4	1263	2741	+	lsa(A)_1	1-1497/1497	========/======	42/66	97.19	92.44	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	1320df0c-1f76-48fb-8be1-1a4bcc35dfba	2	1116	-	mdf(A)_1	1-1155/1233	========/======	42/84	88.65	86.41	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	1324271c-bbc5-4944-bd2f-1b8e07e1bc8e	997	2076	+	blaCFE-1_1	37-1146/1146	========/======	35/80	92.06	67.05	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	132a27d0-0e6e-4952-a137-c24ca04d0f53	3778	4673	-	blaCMY-104_1	198-1094/1146	..======/======	38/71	75.13	68.35	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	1341e984-41d1-46b6-b0c2-bc65139c0ae9	2419	3628	-	mdf(A)_1	1-1233/1233	========/======	61/93	95.30	84.23	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	13624272-050e-43e0-86a2-4f3c5ff719fe	1099	2093	+	blaCMY-101_1	76-1085/1146	========/======	27/47	85.43	69.30	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	138acc69-c69a-4279-ac78-281b2dd0cf56	2939	3728	-	mdf(A)_1	346-1216/1233	...=====/======	45/163	60.75	74.56	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	13a6aecd-0887-43d1-a214-d2d6cfff3c8b	793	2020	-	mdf(A)_1	1-1233/1233	========/======	56/91	96.11	84.95	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	146fc8e2-01f0-46ad-ac73-83546afe77e8	2081	3123	-	blaCMY-101_1	76-1130/1146	========/======	49/108	86.82	66.55	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	1470817a-bd55-4ffa-a77f-ad313616b6f1	1783	2958	+	mdf(A)_1	5-1184/1233	========/======	32/54	93.35	90.37	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	148aaaf1-095f-4dc1-b3d2-bec8b8575459	2096	2963	-	mdf(A)_1	329-1223/1233	...=====/======	27/43	69.75	88.70	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	14a18cc8-306f-49d5-9087-6cd73abbd232	2613	3553	+	blaCFE-1_1	178-1097/1146	..======/======	36/75	77.92	66.43	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	14c47be5-fb1a-4c44-b9b3-b51266854ece	660	1009	+	tet(34)_1	66-417/465	.=======/=====.	5/6	74.84	72.60	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	14da91d9-563e-49bf-ab51-840e21adf127	3	1191	-	mdf(A)_1	5-1214/1233	========/======	41/79	94.08	88.38	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	14ee5fb8-5174-4d7d-9c4e-e52164ca2f00	2478	2838	+	tet(34)_1	66-420/465	.=======/=====.	14/24	74.41	71.08	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	150b0bde-a15d-4c65-9c29-e650e0d82fb4	2092	3310	-	mdf(A)_1	1-1227/1233	========/======	33/50	97.16	91.11	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	151b3e32-2318-4387-9de4-2a78871f2548	71	419	+	tet(34)_1	66-421/465	.=======/=====.	13/19	73.76	72.10	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	1527473b-70ae-4e50-9a66-56a9a1f70b52	2684	3907	-	mdf(A)_1	5-1229/1233	========/======	64/99	95.30	85.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	1533c6b4-1424-43da-944c-780480890c28	3465	4455	+	blaCFE-1_1	157-1146/1146	.=======/======	38/61	83.77	66.89	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	1548484f-4b01-467c-a203-92d1065230ea	3912	4940	-	blaCMY-104_1	37-1106/1146	========/======	42/87	87.78	68.34	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	1597dbad-a7ab-4de9-8014-1fb918e9ed84	186	523	+	tet(34)_1	77-417/465	..======/=====.	8/15	71.40	69.45	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	15b0f43e-ce6d-40b7-8da8-4deb5f17fd29	4558	5548	+	blaCFE-1_1	142-1146/1146	.=======/======	29/72	83.94	67.22	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	15ee0d93-8d95-4dc8-82f6-a8397bdc2c4f	3393	4642	+	mdf(A)_1	1-1233/1233	========/======	51/97	96.76	85.97	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	160ffc83-0c2d-4f3d-ab5c-d4f65da7c962	2630	2943	+	tet(34)_1	103-421/465	...=====/=====.	6/11	66.88	72.05	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	16260def-813d-4b7e-9a5b-8235d146d377	5	974	-	blaCMY-71_1	44-1027/1146	========/=====.	38/70	82.20	68.97	resfinder	JQ711184	blaCMY-71	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	162f0ec8-7207-4874-9cd2-faab74fd1a0e	215	569	+	tet(34)_1	66-421/465	.=======/=====.	3/3	76.13	71.71	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	163c9f52-6e2c-4761-b9db-e3a0b5a776b0	1342	2251	+	mdf(A)_1	1-929/1233	========/===...	52/121	69.67	79.49	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	1640cec7-f170-436e-91ba-30beaa6a399c	2963	3311	+	tet(34)_1	71-421/465	..======/=====.	9/14	73.76	70.31	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	164c1f12-4212-424d-b083-471117a1baf3	234	1695	-	lsa(A)_1	3-1489/1497	========/======	45/73	96.06	90.67	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	1676d1b7-eba5-4410-9ab3-2d6017a3a57a	4177	5413	+	mdf(A)_1	1-1233/1233	========/======	28/48	98.22	91.98	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	169b8fe9-17d3-4b36-84bf-e1549ec4e1f8	984	1924	-	blaCMY-49_1	143-1100/1146	.=======/======	41/79	79.41	65.52	resfinder	GQ402541	blaCMY-49	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	16b17ef8-b162-44f8-9339-6caea8c89e6e	1	806	-	mdf(A)_1	1-813/1233	========/==....	24/37	64.15	88.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	16d33ec6-ddc1-4139-bc68-7324f031b551	575	1810	+	mdf(A)_1	1-1233/1233	========/======	45/71	97.24	89.06	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	16d58710-5bda-4594-94d9-bb143f49a7d3	4244	5490	-	mdf(A)_1	1-1233/1233	========/======	41/74	97.57	89.43	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	16f7fcf3-7f68-456d-b3ba-d6d3c33c965d	2681	3651	+	mdf(A)_1	1-986/1233	========/====..	51/97	75.43	83.35	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	1727875a-3e31-4f1e-806a-9736c5274579	681	1789	-	mdf(A)_1	66-1219/1233	========/======	44/73	88.81	86.22	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	17298f14-da79-4c43-bc02-eea2b48330a0	1832	2870	+	blaCMY-96_1	37-1097/1146	========/======	28/70	88.57	69.03	resfinder	KC007362	blaCMY-96	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	173ca8b9-0169-4703-8096-fa55429b326e	2732	3925	-	mdf(A)_1	5-1232/1233	========/======	30/70	95.38	89.17	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	173f7133-8b74-4399-b718-6f187c332a3b	1556	2792	-	mdf(A)_1	1-1223/1233	========/======	44/78	96.59	86.13	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	175086bb-ac42-41c1-a3ec-80efa7c3edaa	961	1992	+	blaCMY-104_1	37-1103/1146	========/======	36/73	88.39	68.42	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	1756fc11-2951-449d-bfd3-fcf3125b860f	1773	2945	-	mdf(A)_1	14-1219/1233	========/======	58/139	90.84	81.25	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	17607e4b-ecfe-4cf2-a240-7823dcc6670d	3	990	+	blaCFE-1_1	163-1146/1146	.=======/======	37/68	83.07	67.84	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	176f2b48-e8db-4651-a31e-27e444be0464	370	1198	+	blaCFE-1_1	76-896/1146	========/===...	29/60	69.37	66.32	resfinder	AB107899	blaCFE-1	
